det(VALLEY-3, THE-1)
aux(crush-14, to-13)
vmod(monster-12, crush-14)
dobj(crush-14, us-15)

nsubj(Scowleyow-7, It-2)
aux(Scowleyow-7, must-3)
aux(Scowleyow-7, have-4)
cop(Scowleyow-7, been-5)
nn(Scowleyow-7, King-6)
ccomp(declared-10, Scowleyow-7)
root(ROOT-0, declared-10)
det(dog-12, the-11)
nsubj(declared-10, dog-12)
prep(care-20, for-15)
neg(one-17, no-16)
pobj(for-15, one-17)
nsubj(care-20, else-18)
aux(care-20, would-19)
dep(declared-10, care-20)
aux(harm-22, to-21)
xcomp(care-20, harm-22)
dobj(harm-22, you-23)
cc(care-20, and-25)
det(giant-27, the-26)
nsubj(came-28, giant-27)
conj(care-20, came-28)
prep(came-28, from-29)
det(direction-31, the-30)
pobj(from-29, direction-31)
prep(direction-31, of-32)
det(King-35, the-33)
amod(King-35, wicked-34)
poss(country-37, King-35)
possessive(King-35, 's-36)
pobj(of-32, country-37)

advmod(Scowleyow-17, Yes-2)
parataxis(Scowleyow-17, replied-5)
det(monarch-7, the-6)
nsubj(replied-5, monarch-7)
appos(monarch-7, thoughtfully-9)
nsubj(Scowleyow-17, it-12)
aux(Scowleyow-17, must-13)
advmod(Scowleyow-17, indeed-14)
aux(Scowleyow-17, have-15)
cop(Scowleyow-17, been-16)
root(ROOT-0, Scowleyow-17)
cc(Scowleyow-17, and-19)
nsubj(act-25, it-20)
cop(act-25, was-21)
det(act-25, a-22)
advmod(unkind-24, very-23)
amod(act-25, unkind-24)
conj(Scowleyow-17, act-25)
mark(harmed-30, for-27)
nsubj(harmed-30, we-28)
neg(harmed-30, never-29)
advcl(act-25, harmed-30)
dobj(harmed-30, him-31)
prep(harmed-30, in-32)
det(way-34, any-33)
pobj(in-32, way-34)

cc(do-5, But-1)
dobj(do-5, what-2)
aux(do-5, shall-3)
nsubj(do-5, we-4)
root(ROOT-0, do-5)
prep(do-5, with-6)
det(man-9, this-7)
amod(man-9, great-8)
pobj(with-6, man-9)

mark(left-4, If-1)
nsubjpass(left-4, he-2)
auxpass(left-4, is-3)
advcl(scare-8, left-4)
advmod(left-4, here-5)
nsubj(scare-8, he-6)
aux(scare-8, will-7)
root(ROOT-0, scare-8)
predet(children-11, all-9)
det(children-11, the-10)
dobj(scare-8, children-11)
prep(scare-8, with-12)
poss(roarings-14, his-13)
pobj(with-12, roarings-14)
cc(scare-8, and-16)
nsubj(care-22, none-17)
prep(none-17, of-18)
det(ladies-20, the-19)
pobj(of-18, ladies-20)
aux(care-22, will-21)
conj(scare-8, care-22)
aux(walk-24, to-23)
xcomp(care-22, walk-24)
prep(walk-24, near-25)
det(end-27, this-26)
pobj(near-25, end-27)
prep(end-27, of-28)
det(Valley-30, the-29)
pobj(of-28, Valley-30)

nsubj(heavy-4, He-1)
cop(heavy-4, is-2)
advmod(heavy-4, so-3)
root(ROOT-0, heavy-4)
mark(lift-12, that-5)
neg(all-7, not-6)
nsubj(lift-12, all-7)
prep(all-7, of-8)
pobj(of-8, us-9)
advmod(lift-12, together-10)
aux(lift-12, could-11)
advcl(heavy-4, lift-12)
dobj(lift-12, him-13)
cc(lift-12, and-15)
advmod(succeeded-19, even-16)
mark(succeeded-19, if-17)
nsubj(succeeded-19, we-18)
conj(lift-12, succeeded-19)
nsubj(have-21, we-20)
ccomp(succeeded-19, have-21)
neg(place-23, no-22)
dobj(have-21, place-23)
aux(put-25, to-24)
vmod(place-23, put-25)
dobj(put-25, him-26)
advmod(out-31, where-27)
nsubj(out-31, he-28)
aux(out-31, would-29)
cop(out-31, be-30)
advcl(put-25, out-31)
prep(out-31, of-32)
det(way-34, the-33)
pobj(of-32, way-34)

nsubj(true-4, This-1)
cop(true-4, was-2)
advmod(true-4, indeed-3)
root(ROOT-0, true-4)
advmod(people-9, so-6)
predet(people-9, all-7)
det(people-9, the-8)
nsubj(sat-10, people-9)
parataxis(true-4, sat-10)
prt(sat-10, down-11)
prep(sat-10, in-12)
det(circle-14, a-13)
pobj(in-12, circle-14)
prep(circle-14, around-15)
det(Man-18, the-16)
amod(Man-18, Cast-iron-17)
pobj(around-15, Man-18)
cc(sat-10, and-19)
conj(sat-10, thought-20)
prep(thought-20, upon-21)
det(intently-24, the-22)
nn(intently-24, matter-23)
pobj(upon-21, intently-24)
prep(thought-20, for-25)
det(space-27, the-26)
pobj(for-25, space-27)
prep(space-27, of-28)
det(hour-30, an-29)
pobj(of-28, hour-30)

advmod(asked-4, Then-1)
det(monarch-3, the-2)
nsubj(asked-4, monarch-3)
root(ROOT-0, asked-4)
advmod(asked-4, solemnly-6)
mark(became-9, as-8)
advcl(asked-4, became-9)
det(importance-11, the-10)
xcomp(became-9, importance-11)
prep(importance-11, of-12)
det(occasion-14, the-13)
pobj(of-12, occasion-14)
aux(thought-20, Has-17)
det(one-19, any-18)
nsubj(thought-20, one-19)
dep(became-9, thought-20)
prep(thought-20, of-21)
det(way-23, a-22)
pobj(of-21, way-23)
aux(rid-26, to-24)
dep(rid-26, get-25)
xcomp(thought-20, rid-26)
prep(rid-26, of-27)
pobj(of-27, him-28)

det(people-2, The-1)
nsubj(shook-3, people-2)
root(ROOT-0, shook-3)
poss(heads-5, their-4)
dobj(shook-3, heads-5)
advmod(shook-3, gravely-6)
cc(shook-3, and-7)
conj(shook-3, thought-8)
advmod(thought-8, deeply-9)
prep(thought-8, for-10)
det(hour-12, another-11)
pobj(for-10, hour-12)

prep(thought-28, At-1)
det(end-3, the-2)
pobj(At-1, end-3)
prep(laughed-10, of-4)
det(time-6, that-5)
pobj(of-4, time-6)
det(dog-8, the-7)
nsubj(laughed-10, dog-8)
advmod(laughed-10, suddenly-9)
rcmod(end-3, laughed-10)
cc(laughed-10, and-12)
conj(laughed-10, called-13)
prt(called-13, out-14)
prep(called-13, in-15)
det(voice-17, a-16)
pobj(in-15, voice-17)
advmod(loud-19, so-18)
advmod(end-3, loud-19)
mark(startled-22, that-20)
nsubj(startled-22, it-21)
ccomp(loud-19, startled-22)
dobj(startled-22, them-23)
nsubj(thought-28, I-26)
aux(thought-28, have-27)
root(ROOT-0, thought-28)
prep(thought-28, of-29)
det(way-31, a-30)
pobj(of-29, way-31)

root(ROOT-0, Good-2)

root(ROOT-0, exclaimed-1)
det(King-3, the-2)
dobj(exclaimed-1, King-3)

root(ROOT-0, Let-2)
nsubj(hear-4, us-3)
ccomp(Let-2, hear-4)
poss(plan-6, your-5)
dobj(hear-4, plan-6)

nsubj(see-3, You-2)
ccomp(explained-6, see-3)
root(ROOT-0, explained-6)
det(dog-8, the-7)
nsubj(explained-6, dog-8)
det(Man-13, the-11)
amod(Man-13, Cast-iron-12)
nsubj(lying-16, Man-13)
aux(lying-16, is-14)
advmod(lying-16, now-15)
dep(dog-8, lying-16)
prep(lying-16, on-17)
poss(face-19, his-18)
pobj(on-17, face-19)

mark(roll-5, If-1)
nsubj(roll-5, we-2)
aux(roll-5, could-3)
advmod(roll-5, only-4)
advcl(turned-25, roll-5)
dobj(roll-5, him-6)
prt(roll-5, over-7)
prep(roll-5, on-8)
pcomp(on-8, to-9)
poss(back-11, his-10)
pobj(to-9, back-11)
cc(roll-5, and-13)
advmod(raise-15, then-14)
conj(roll-5, raise-15)
dobj(raise-15, him-16)
prep(raise-15, to-17)
poss(feet-19, his-18)
pobj(to-17, feet-19)
advmod(raise-15, again-20)
nsubjpass(turned-25, he-22)
aux(turned-25, would-23)
auxpass(turned-25, be-24)
root(ROOT-0, turned-25)
prt(turned-25, around-26)
cc(turned-25, and-28)
aux(march-30, would-29)
conj(turned-25, march-30)
advmod(to-33, straight-31)
advmod(to-33, back-32)
prep(march-30, to-33)
advmod(came-36, where-34)
nsubj(came-36, he-35)
pcomp(to-33, came-36)
prep(came-36, from-37)
cc(turned-25, and-39)
conj(turned-25, do-40)
nsubj(harm-44, us-41)
neg(harm-44, no-42)
amod(harm-44, further-43)
xcomp(do-40, harm-44)

nsubj(idea-6, That-2)
cop(idea-6, is-3)
det(idea-6, a-4)
nn(idea-6, capital-5)
ccomp(replied-9, idea-6)
root(ROOT-0, replied-9)
det(King-11, the-10)
nsubj(replied-9, King-11)

cc(roll-6, But-2)
advmod(roll-6, how-3)
aux(roll-6, can-4)
nsubj(roll-6, we-5)
root(ROOT-0, roll-6)
dobj(roll-6, him-7)
prt(roll-6, over-8)
cc(roll-6, or-10)
conj(roll-6, make-11)
nsubj(stand-13, him-12)
ccomp(make-11, stand-13)
prt(stand-13, up-14)

nsubj(puzzled-2, That-1)
root(ROOT-0, puzzled-2)
dobj(puzzled-2, them-3)
advmod(for-5, all-4)
prep(puzzled-2, for-5)
det(while-7, a-6)
pobj(for-5, while-7)
cc(for-5, but-9)
conj(for-5, by-10)
cc(puzzled-2, and-11)
prep(announced-24, by-12)
nn(Thinkabit-14, Prince-13)
pobj(by-12, Thinkabit-14)
nsubj(man-22, who-16)
cop(man-22, was-17)
det(man-22, a-18)
advmod(clever-20, very-19)
amod(man-22, clever-20)
amod(man-22, young-21)
rcmod(Thinkabit-14, man-22)
conj(puzzled-2, announced-24)
poss(readiness-26, his-25)
dobj(announced-24, readiness-26)
aux(undertake-28, to-27)
vmod(readiness-26, undertake-28)
det(job-30, the-29)
dobj(undertake-28, job-30)

nsubj(bring-4, First-2)
ccomp(commanded-10, bring-4)
nsubj(feather-7, me-5)
det(feather-7, a-6)
xcomp(bring-4, feather-7)
root(ROOT-0, commanded-10)
det(Prince-12, the-11)
nsubj(commanded-10, Prince-12)

det(chamberlain-3, The-1)
amod(chamberlain-3, royal-2)
nsubj(found-8, chamberlain-3)
vmod(chamberlain-3, hunted-4)
advmod(hunted-4, around-5)
cc(around-5, and-6)
conj(around-5, soon-7)
root(ROOT-0, found-8)
prep(found-8, for-9)
pobj(for-9, him-10)
det(feather-15, a-11)
amod(feather-15, long-12)
amod(feather-15, fluffy-14)
dobj(found-8, feather-15)

dep(approached-8, Taking-1)
dobj(Taking-1, this-2)
prep(this-2, in-3)
poss(hand-5, his-4)
pobj(in-3, hand-5)
det(Prince-7, the-6)
nsubj(approached-8, Prince-7)
root(ROOT-0, approached-8)
det(Man-11, the-9)
amod(Man-11, Cast-iron-10)
dobj(approached-8, Man-11)
cc(approached-8, and-12)
conj(approached-8, tickled-13)
dobj(tickled-13, him-14)
prep(tickled-13, under-15)
det(arm-18, the-16)
amod(arm-18, left-17)
pobj(under-15, arm-18)
prep(tickled-13, with-19)
det(end-21, the-20)
pobj(with-19, end-21)
prep(end-21, of-22)
det(feather-24, the-23)
pobj(of-22, feather-24)

root(ROOT-0, Ouch-2)

root(ROOT-0, said-1)
det(Man-4, the-2)
amod(Man-4, Cast-iron-3)
dobj(said-1, Man-4)
dep(said-1, giving-6)
det(jump-8, a-7)
dobj(giving-6, jump-8)
cc(giving-6, and-9)
conj(giving-6, rolling-10)
advmod(over-12, completely-11)
advmod(rolling-10, over-12)
advmod(over-12, so-14)
mark(lay-17, that-15)
nsubj(lay-17, he-16)
ccomp(so-14, lay-17)
prep(lay-17, on-18)
poss(back-20, his-19)
pobj(on-18, back-20)

root(ROOT-0, Hurrah-2)

root(ROOT-0, cried-1)
det(people-3, the-2)
dobj(cried-1, people-3)
vmod(cried-1, clapping-5)
poss(hands-7, their-6)
dobj(clapping-5, hands-7)
prep(clapping-5, with-8)
pobj(with-8, joy-9)
prep(joy-9, at-10)
det(stratagem-13, this-11)
amod(stratagem-13, successful-12)
pobj(at-10, stratagem-13)
det(Prince-17, the-16)
nsubj(Prince-22, Prince-17)
cop(Prince-22, is-18)
det(Prince-22, a-19)
advmod(wise-21, very-20)
amod(Prince-22, wise-21)
parataxis(cried-1, Prince-22)
advmod(Prince-22, indeed-24)

nn(Thinkabit-2, Prince-1)
nsubj(took-3, Thinkabit-2)
root(ROOT-0, took-3)
prt(took-3, off-4)
poss(hat-6, his-5)
dobj(took-3, hat-6)
cc(took-3, and-7)
conj(took-3, bowed-8)
advmod(bowed-8, politely-9)
prep(bowed-8, to-10)
pobj(to-10, them-11)
prep(bowed-8, in-12)
pobj(in-12, return-13)
prep(return-13, for-14)
det(compliment-16, the-15)
pobj(for-14, compliment-16)

advmod(said-3, Then-1)
nsubj(said-3, he-2)
root(ROOT-0, said-3)
ccomp(said-3, Bring-6)
iobj(Bring-6, me-7)
det(pin-9, a-8)
dobj(Bring-6, pin-9)

cc(brought-3, So-1)
nsubj(brought-3, Nuphsed-2)
root(ROOT-0, brought-3)
iobj(brought-3, him-4)
det(pin-6, a-5)
dobj(brought-3, pin-6)
prep(pin-6, with-7)
det(point-11, a-8)
advmod(sharp-10, very-9)
amod(point-11, sharp-10)
pobj(with-7, point-11)
cc(brought-3, and-13)
det(Prince-15, the-14)
nsubj(took-16, Prince-15)
conj(brought-3, took-16)
dobj(took-16, it-17)
cc(took-16, and-18)
conj(took-16, walked-19)
prt(walked-19, up-20)
prep(walked-19, to-21)
det(Man-24, the-22)
amod(Man-24, Cast-iron-23)
pobj(to-21, Man-24)
cc(took-16, and-26)
conj(took-16, gave-27)
iobj(gave-27, him-28)
det(prod-31, a-29)
amod(prod-31, sharp-30)
dobj(gave-27, prod-31)
prep(prod-31, in-32)
det(back-34, the-33)
pobj(in-32, back-34)
prep(back-34, with-35)
det(point-37, the-36)
pobj(with-35, point-37)
prep(point-37, of-38)
det(pin-40, the-39)
pobj(of-38, pin-40)

root(ROOT-0, Ouch-2)

advmod(yelled-2, again-1)
root(ROOT-0, yelled-2)
det(Man-5, the-3)
amod(Man-5, Cast-iron-4)
dobj(yelled-2, Man-5)
vmod(yelled-2, giving-7)
prep(giving-7, at-8)
det(time-11, the-9)
amod(time-11, same-10)
pobj(at-8, time-11)
predet(jump-15, such-12)
det(jump-15, a-13)
amod(jump-15, great-14)
dep(yelled-2, jump-15)
mark(leaped-18, that-16)
nsubj(leaped-18, he-17)
dep(jump-15, leaped-18)
dobj(leaped-18, square-19)
prep(leaped-18, on-20)
poss(feet-22, his-21)
pobj(on-20, feet-22)

cc(saw-9, But-1)
advmod(saw-9, now-2)
prep(saw-9, to-4)
poss(joy-6, their-5)
pobj(to-4, joy-6)
nsubj(saw-9, they-8)
root(ROOT-0, saw-9)
nsubj(facing-12, he-10)
aux(facing-12, was-11)
ccomp(saw-9, facing-12)
det(mountains-14, the-13)
dobj(facing-12, mountains-14)
advmod(of-16, instead-15)
prep(mountains-14, of-16)
det(Valley-18, the-17)
pobj(of-16, Valley-18)

advmod(soon-2, As-1)
advmod(began-11, soon-2)
mark(stood-7, as-3)
det(Man-6, the-4)
amod(Man-6, Cast-iron-5)
nsubj(stood-7, Man-6)
ccomp(soon-2, stood-7)
prt(stood-7, up-8)
det(machinery-10, the-9)
nsubj(began-11, machinery-10)
root(ROOT-0, began-11)
aux(work-13, to-12)
xcomp(began-11, work-13)
advmod(work-13, again-14)
cc(began-11, and-16)
nsubj(marched-18, he-17)
conj(began-11, marched-18)
prep(marched-18, with-19)
amod(steps-21, great-20)
pobj(with-19, steps-21)
prep(marched-18, up-22)
det(side-25, the-23)
nn(side-25, mountain-24)
pobj(up-22, side-25)
cc(up-22, and-26)
dep(into-28, over-27)
conj(up-22, into-28)
det(kingdom-30, the-29)
pobj(into-28, kingdom-30)
prep(kingdom-30, of-31)
det(Scowleyow-34, the-32)
amod(Scowleyow-34, wicked-33)
pobj(of-31, Scowleyow-34)
advmod(crushed-38, where-36)
nsubj(crushed-38, he-37)
rcmod(Scowleyow-34, crushed-38)
det(King-40, the-39)
tmod(crushed-38, King-40)
cc(King-40, and-41)
advmod(King-40, all-42)
poss(people-44, his-43)
conj(King-40, people-44)
cc(marched-18, and-46)
conj(marched-18, laid-47)
xcomp(laid-47, waste-48)
det(land-50, the-49)
dobj(waste-48, land-50)
advmod(went-53, wherever-51)
nsubj(went-53, he-52)
advcl(waste-48, went-53)

cc(punishment-5, And-1)
nsubj(punishment-5, that-2)
cop(punishment-5, was-3)
poss(punishment-5, their-4)
root(ROOT-0, punishment-5)
prep(punishment-5, for-6)
cop(envious-8, being-7)
pcomp(for-6, envious-8)
prep(envious-8, of-9)
det(people-12, the-10)
amod(people-12, good-11)
pobj(of-9, people-12)
prep(people-12, of-13)
pobj(of-13, Mo.-14)

prep(wound-12, As-1)
pcomp(As-1, to-2)
det(fate-4, the-3)
pobj(to-2, fate-4)
prep(fate-4, of-5)
det(Man-8, the-6)
amod(Man-8, Cast-iron-7)
pobj(of-5, Man-8)
nsubjpass(wound-12, he-10)
auxpass(wound-12, was-11)
root(ROOT-0, wound-12)
prt(wound-12, up-13)
advmod(tightly-15, so-14)
advmod(wound-12, tightly-15)
mark(kept-18, that-16)
nsubj(kept-18, he-17)
ccomp(tightly-15, kept-18)
xcomp(kept-18, walking-19)
advmod(on-21, straight-20)
prep(walking-19, on-21)
mark(reached-24, until-22)
nsubj(reached-24, he-23)
pcomp(on-21, reached-24)
det(sea-26, the-25)
nsubj(went-35, sea-26)
advmod(stepped-30, where-28)
nsubj(stepped-30, he-29)
rcmod(sea-26, stepped-30)
prep(stepped-30, into-31)
det(water-33, the-32)
pobj(into-31, water-33)
ccomp(reached-24, went-35)
prt(went-35, down-36)
prep(went-35, to-37)
det(bottom-39, the-38)
pobj(to-37, bottom-39)
cc(went-35, and-41)
conj(went-35, stuck-42)
advmod(stuck-42, fast-43)
prep(stuck-42, in-44)
det(mud-46, the-45)
pobj(in-44, mud-46)

cc(have-3, And-1)
nsubj(have-3, I-2)
root(ROOT-0, have-3)
neg(doubt-5, no-4)
dobj(have-3, doubt-5)
nsubj(is-7, he-6)
rcmod(doubt-5, is-7)
advmod(is-7, there-8)
prep(is-7, to-9)
det(day-11, this-10)
pobj(to-9, day-11)

root(ROOT-0, _-1)
det(TIMTOM-6, The-2)
nn(TIMTOM-6, Seventh-3)
nn(TIMTOM-6, Surprise-4)
nn(TIMTOM-6, _-5)
dobj(_-1, TIMTOM-6)
cc(TIMTOM-6, AND-7)
nn(PATTYCAKE-10, THE-8)
nn(PATTYCAKE-10, PRINCESS-9)
conj(TIMTOM-6, PATTYCAKE-10)
advmod(of-12, Now-11)
prep(TIMTOM-6, of-12)
dep(daughters-17, all-13)
det(monarch-15, the-14)
poss(daughters-17, monarch-15)
possessive(monarch-15, 's-16)
pobj(of-12, daughters-17)
det(beautiful-20, the-18)
advmod(beautiful-20, most-19)
nsubj(Pattycake-26, beautiful-20)
prep(beautiful-20, by-21)
dep(by-21, far-22)
cop(Pattycake-26, was-23)
det(Pattycake-26, the-24)
nn(Pattycake-26, Princess-25)
rcmod(TIMTOM-6, Pattycake-26)

det(blue-3, The-1)
amod(blue-3, deep-2)
nsubj(made-7, blue-3)
prep(blue-3, of-4)
poss(eyes-6, her-5)
pobj(of-4, eyes-6)
root(ROOT-0, made-7)
advmod(envious-11, even-8)
det(sky-10, the-9)
nsubj(envious-11, sky-10)
ccomp(made-7, envious-11)
cc(made-7, and-13)
det(roses-16, the-14)
amod(roses-16, moss-15)
nsubj(blushed-17, roses-16)
conj(made-7, blushed-17)
advmod(saw-20, when-18)
nsubj(saw-20, they-19)
advcl(blushed-17, saw-20)
det(bloom-23, the-21)
amod(bloom-23, delicate-22)
dobj(saw-20, bloom-23)
prep(saw-20, on-24)
poss(cheeks-26, her-25)
pobj(on-24, cheeks-26)

det(strands-3, The-1)
amod(strands-3, long-2)
nsubj(brighter-9, strands-3)
prep(strands-3, of-4)
poss(hair-7, her-5)
nn(hair-7, silken-6)
pobj(of-4, hair-7)
cop(brighter-9, were-8)
root(ROOT-0, brighter-9)
prep(brighter-9, than-10)
pobj(than-10, sunbeams-11)
mark(were-16, while-13)
poss(ears-15, her-14)
nsubj(were-16, ears-15)
advcl(brighter-9, were-16)
prep(were-16, like-17)
num(shells-21, two-18)
amod(shells-21, tiny-19)
amod(shells-21, pink-20)
pobj(like-17, shells-21)
prep(shells-21, from-22)
det(seashore-24, the-23)
pobj(from-22, seashore-24)

advmod(was-4, Indeed-1)
expl(was-4, there-3)
root(ROOT-0, was-4)
advmod(was-4, nothing-5)
prep(nothing-5, in-6)
predet(Valley-9, all-7)
det(Valley-9, the-8)
pobj(in-6, Valley-9)
advmod(dainty-11, so-10)
acomp(was-4, dainty-11)
cc(dainty-11, and-12)
conj(dainty-11, pretty-13)
prep(was-4, as-14)
nn(Pattycake-16, Princess-15)
pobj(as-14, Pattycake-16)
cc(was-4, and-18)
amod(men-21, many-19)
amod(men-21, young-20)
nsubj(loved-24, men-21)
aux(loved-24, would-22)
aux(loved-24, have-23)
conj(was-4, loved-24)
nsubj(had-26, her-25)
ccomp(loved-24, had-26)
nsubj(dared-28, they-27)
ccomp(had-26, dared-28)

cc(alas-3, But-1)
root(ROOT-0, alas-3)

det(Princess-2, the-1)
nsubj(temper-7, Princess-2)
aux(temper-7, had-3)
det(temper-7, a-4)
advmod(terrible-6, most-5)
amod(temper-7, terrible-6)
root(ROOT-0, temper-7)
cc(temper-7, and-9)
neg(pleased-12, never-10)
auxpass(pleased-12, was-11)
conj(temper-7, pleased-12)
prep(pleased-12, with-13)
pobj(with-13, anything-14)
advmod(men-19, so-16)
det(men-19, the-17)
amod(men-19, young-18)
nsubj(afraid-28, men-19)
cc(men-19, and-21)
advmod(men-19, even-22)
det(ones-25, the-23)
amod(ones-25, old-24)
dep(men-19, ones-25)
cop(afraid-28, were-27)
parataxis(temper-7, afraid-28)
aux(come-30, to-29)
xcomp(afraid-28, come-30)
prep(come-30, near-31)
pobj(near-31, her-32)

nsubj(scolded-2, She-1)
root(ROOT-0, scolded-2)
prep(scolded-2, from-3)
pobj(from-3, morning-4)
prep(scolded-2, till-5)
pobj(till-5, night-6)
nsubj(stamped-9, she-8)
conj(scolded-2, stamped-9)
poss(foot-12, her-10)
amod(foot-12, pretty-11)
dobj(stamped-9, foot-12)
prep(stamped-9, with-13)
pobj(with-13, rage-14)
advmod(spoke-18, when-15)
det(one-17, any-16)
nsubj(spoke-18, one-17)
advcl(stamped-9, spoke-18)
prep(spoke-18, to-19)
pobj(to-19, her-20)
cc(scolded-2, and-22)
mark(tried-27, if-23)
advmod(brothers-26, ever-24)
poss(brothers-26, her-25)
nsubj(tried-27, brothers-26)
advcl(boxed-33, tried-27)
aux(reason-29, to-28)
xcomp(tried-27, reason-29)
prep(reason-29, with-30)
pobj(with-30, her-31)
nsubj(boxed-33, she-32)
conj(scolded-2, boxed-33)
poss(ears-35, their-34)
dobj(boxed-33, ears-35)
advmod(boxed-33, so-36)
advmod(boxed-33, soundly-37)
mark(glad-41, that-38)
nsubj(glad-41, they-39)
cop(glad-41, were-40)
ccomp(boxed-33, glad-41)
aux(let-43, to-42)
xcomp(glad-41, let-43)
dobj(let-43, her-44)
advmod(let-43, alone-45)

advmod(Queen-4, Even-1)
det(Queen-4, the-2)
amod(Queen-4, good-3)
nsubj(love-7, Queen-4)
aux(love-7, could-5)
neg(love-7, not-6)
root(ROOT-0, love-7)
dobj(love-7, Pattycake-8)
mark(did-11, as-9)
nsubj(did-11, she-10)
advcl(love-7, did-11)
poss(children-14, her-12)
amod(children-14, other-13)
dobj(did-11, children-14)
cc(love-7, and-16)
det(King-18, the-17)
nsubj(sighed-20, King-18)
advmod(sighed-20, often-19)
conj(love-7, sighed-20)
advmod(thought-23, when-21)
nsubj(thought-23, he-22)
advcl(sighed-20, thought-23)
prep(thought-23, of-24)
det(disposition-27, the-25)
amod(disposition-27, ugly-26)
pobj(of-24, disposition-27)
prep(disposition-27, of-28)
poss(daughter-31, his-29)
amod(daughter-31, beautiful-30)
pobj(of-28, daughter-31)

prep(cared-5, Of-1)
pobj(Of-1, course-2)
neg(one-4, no-3)
nsubj(cared-5, one-4)
root(ROOT-0, cared-5)
advmod(much-7, very-6)
advmod(cared-5, much-7)
prep(cared-5, for-8)
poss(society-10, her-9)
pobj(for-8, society-10)
cc(cared-5, and-12)
nsubj(sat-14, she-13)
conj(cared-5, sat-14)
prep(sat-14, in-15)
poss(room-17, her-16)
pobj(in-15, room-17)
det(day-19, all-18)
dep(room-17, day-19)
advmod(sat-14, long-20)
ccomp(sat-14, refusing-22)
aux(join-24, to-23)
xcomp(refusing-22, join-24)
det(others-26, the-25)
dobj(join-24, others-26)
prep(join-24, in-27)
poss(sports-29, their-28)
pobj(in-27, sports-29)
cc(sports-29, and-30)
conj(sports-29, games-31)
cc(refusing-22, and-33)
conj(refusing-22, becoming-34)
advmod(moody-36, more-35)
dep(grew-42, moody-36)
cc(moody-36, and-37)
conj(moody-36, bad-tempered-38)
det(older-40, the-39)
dep(grew-42, older-40)
nsubj(grew-42, she-41)
acomp(becoming-34, grew-42)

num(day-2, One-1)
tmod(came-6, day-2)
det(man-5, a-3)
amod(man-5, young-4)
nsubj(came-6, man-5)
root(ROOT-0, came-6)
prep(came-6, to-7)
det(court-9, the-8)
pobj(to-7, court-9)
aux(bring-11, to-10)
xcomp(came-6, bring-11)
amod(peaches-13, pickled-12)
dobj(bring-11, peaches-13)
prep(bring-11, to-14)
poss(Majesty-16, his-15)
pobj(to-14, Majesty-16)
det(King-19, the-18)
appos(Majesty-16, King-19)

det(youth-2, The-1)
poss(name-4, youth-2)
possessive(youth-2, 's-3)
nsubj(Timtom-6, name-4)
cop(Timtom-6, was-5)
root(ROOT-0, Timtom-6)
cc(Timtom-6, and-8)
nsubj(lived-10, he-9)
conj(Timtom-6, lived-10)
advmod(away-13, so-11)
advmod(away-13, far-12)
advmod(lived-10, away-13)
cc(lived-10, and-14)
conj(lived-10, came-15)
advmod(seldom-17, so-16)
advmod(came-15, seldom-17)
aux(court-19, to-18)
xcomp(came-15, court-19)
dobj(court-19, that-20)
neg(seen-25, never-21)
advmod(seen-25, before-22)
dep(seen-25, had-23)
nsubj(seen-25, he-24)
dep(court-19, seen-25)
det(Pattycake-28, the-26)
nn(Pattycake-28, Princess-27)
dobj(seen-25, Pattycake-28)

advmod(looked-3, When-1)
nsubj(looked-3, he-2)
advcl(loved-11, looked-3)
prep(looked-3, into-4)
poss(eyes-9, her-5)
amod(eyes-9, sweet-6)
amod(eyes-9, blue-8)
pobj(into-4, eyes-9)
nsubj(loved-11, he-10)
root(ROOT-0, loved-11)
dobj(loved-11, her-12)
prep(loved-11, at-13)
